Brand,Category,Original Title,Quality,Lap-Pop Price,Trust-EG Price,Allewaa Price,Minimum Market Price,Suggested Selling Price,Generic Title,Demand_Score,Expert_Rating
Dell,Battery,بطارية ديل أصلية - Genuine Dell latitude 7285 productivity keyboard 7285 2-in-1 Battery 7.6v 2750mAh 22Wh - FTD6M | ضمان 3 شهور,Original,N/A,3800,N/A,3800,3610,1 2 22wh 2750mah 3 6v 7 7285 7285 battery battery dell ftd6m genuine in keyboard latitude productivity أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية - Original Dell Battery for Inspiron N4010 N4110  N3010 11.1v 48wh 4300mAh - J1KND | ضمان 3 شهور,Original,N/A,2700,N/A,2700,2565,11 1v 3 4300mah 48wh battery battery dell inspiron j1knd n3010 n4010 n4110 original أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Inspiron 11 3185 2-IN-1 3169 3179 Battery 0JV6J 7.6V 32Wh | ضمان 3 شهور,Original,N/A,3850,N/A,3850,3657.5,0jv6j 1 11 2 3 3169 3179 3185 32wh 6v 7 battery battery dell genuine in inspiron أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Inspiron 13 7000 2-in-1 7373 7386 7370 7380 Vostro 5370 battery F62G0 - 11.4V 3166mAh 38Wh | ضمان 3 شهور,Original,N/A,3800,N/A,3800,3610,1 11 13 2 3 3166mah 38wh 4v 5370 7000 7370 7373 7380 7386 battery battery dell f62g0 genuine in inspiron vostro أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Inspiron 14 7466 7467 Battery PWKWM 15.2V 3500mAh 56Wh | ضمان 3 شهور,Original,N/A,3600,N/A,3600,3420,14 15 2v 3 3500mah 56wh 7466 7467 battery battery dell genuine inspiron pwkwm أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Inspiron 15 7537 7547 7548 Vostro 14 5000 5459 V5495 Battery - 4P8PH - 7.4v 7410mAh 56wh | ضمان 3 شهور,Original,N/A,4200,N/A,4200,3990,14 15 3 4p8ph 4v 5000 5459 56wh 7 7410mah 7537 7547 7548 battery battery dell genuine inspiron v5495 vostro أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Inspiron 3510 5330 5410 5625 7415 Latitude 3320 Vostro 3525 Battery G91J0 - 41Wh | ضمان 3 شهور,Original,N/A,4800,N/A,4800,4560,3 3320 3510 3525 41wh 5330 5410 5625 7415 battery battery dell g91j0 genuine inspiron latitude vostro أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell inspiron 5547 5548 Latitude 3550 3450 Battery TRHFF 11.1v 3800mAh 43Wh | ضمان 3 شهور,Original,N/A,3500,N/A,3500,3325,11 1v 3 3450 3550 3800mah 43wh 5547 5548 battery battery dell genuine inspiron latitude trhff أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Inspiron 5570 5567 Battery WDX0R 11.4v 42Wh | ضمان 3 شهور,Original,N/A,3500,N/A,3500,3325,11 3 42wh 4v 5567 5570 battery battery dell genuine inspiron wdx0r أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Latitude 12 7000 Latitude 13 7300 Latitude14 7400 Battery - 0G74G - 11.4v 3500mAh 42Wh | ضمان 3 شهور,Original,N/A,3900,N/A,3900,3705,0g74g 11 12 13 3 3500mah 42wh 4v 7000 7300 7400 battery battery dell genuine latitude latitude latitude14 أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Latitude 3410 3510 Vostro 5300 5401 Inspiron 5408 5501 Battery JK6Y6 11.25v 3378mAh 40Wh | ضمان 3 شهور,Original,N/A,3700,N/A,3700,3515,11 25v 3 3378mah 3410 3510 40wh 5300 5401 5408 5501 battery battery dell genuine inspiron jk6y6 latitude vostro أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Latitude 5280 5480 5580 Precision 3520 M3530 Battery 3DDDG 11.4v 3500mAh 42Wh | ضمان 3 شهور,Original,N/A,3750,N/A,3750,3562.5,11 3 3500mah 3520 3dddg 42wh 4v 5280 5480 5580 battery battery dell genuine latitude m3530 precision أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Latitude 5300 5310 7300 7400 Inspiron 7300 7306 2-in-1 Battery - MXV9V- 7.6v 7500mAh 60Wh | ضمان 3 شهور,Original,N/A,4250,N/A,4250,4037.5,1 2 3 5300 5310 60wh 6v 7 7300 7300 7306 7400 7500mah battery battery dell genuine in inspiron latitude mxv9v أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Latitude 5320 11th 7320 7420 7520 11th Battery 7FMXV 15.2V 3941mAh 63Wh | ضمان 3 شهور,Original,N/A,5000,N/A,5000,4750,11th 11th 15 2v 3 3941mah 5320 63wh 7320 7420 7520 7fmxv battery battery dell genuine latitude أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Latitude 5400 5500 Precision 3540 M3540 3550 Inspiron 7590 7591 Battery 4GVMP 7.6v 8500mAh 68Wh | ضمان 3 شهور,Original,N/A,4650,N/A,4650,4417.5,3 3540 3550 4gvmp 5400 5500 68wh 6v 7 7590 7591 8500mah battery battery dell genuine inspiron latitude m3540 precision أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Latitude 5420 10th Latitude 5520 10th Precision 3560 Battery WY9DX 11.4v 3500mAh 42Wh | ضمان 3 شهور,Original,N/A,4250,N/A,4250,4037.5,10th 10th 11 3 3500mah 3560 42wh 4v 5420 5520 battery battery dell genuine latitude latitude precision wy9dx أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Latitude 5501 5510 Precision 3551 3541 Inspiron 17 7500 7506 2-in-1 Battery 3HWPP 15.2v 4250mAh 68Wh | ضمان 3 شهور,Original,N/A,4900,N/A,4900,4655,1 15 17 2 2v 3 3541 3551 3hwpp 4250mah 5501 5510 68wh 7500 7506 battery battery dell genuine in inspiron latitude precision أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Latitude 7200 2-in-1 Latitude 7210 2-in-1 T04J Battery - 1FKCC - 7.6V 4750mAh 38Wh | ضمان 3 شهور,Original,N/A,4200,N/A,4200,3990,1 1 1fkcc 2 2 3 38wh 4750mah 6v 7 7200 7210 battery battery dell genuine in in latitude latitude t04j أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Latitude 7280 7380 7390 7480 7490 E7480 E7490 Battery - DJ1J0 - 11.4v 3500mAh 42Wh | ضمان 3 شهور,Original,N/A,4000,N/A,4000,3800,11 3 3500mah 42wh 4v 7280 7380 7390 7480 7490 battery battery dell dj1j0 e7480 e7490 genuine latitude أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Latitude 7400 2-in-1 Latitude 9410 Battery - NF2MW - 7.6V 52Wh | ضمان 3 شهور,Original,N/A,4300,N/A,4300,4085,1 2 3 52wh 6v 7 7400 9410 battery battery dell genuine in latitude latitude nf2mw أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Latitude 9410 2-in-1 11th 7400 2-in-1 11th Battery 7146W 11.4V 6500mAh 78Wh | ضمان 3 شهور,Original,N/A,4700,N/A,4700,4465,1 1 11 11th 11th 2 2 3 4v 6500mah 7146w 7400 78wh 9410 battery battery dell genuine in in latitude أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Latitude E5404 Latitude E7404 Battery - 4XKN5 - 11.1v 5700mAh 65Wh | ضمان 3 شهور,Original,N/A,3695,N/A,3695,3510.25,11 1v 3 4xkn5 5700mah 65wh battery battery dell e5404 e7404 genuine latitude latitude أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Latitude E7270 E7470 7270 7470 Battery - J60J5 - 7.6V 7080mAh 55Wh | ضمان 3 شهور,Original,N/A,3500,N/A,3500,3325,3 55wh 6v 7 7080mah 7270 7470 battery battery dell e7270 e7470 genuine j60j5 latitude أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Precision 3520 3530 Latitude 5580 5590 Battery 93FTF 11.4v 4254mAh 51Wh | ضمان 3 شهور,Original,N/A,3600,N/A,3600,3420,11 3 3520 3530 4254mah 4v 51wh 5580 5590 93ftf battery battery dell genuine latitude precision أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Precision 3560 Latitude 5420 10th 5520 10th Battery RJ40G 15.2V 3941mAh 63.2Wh | ضمان 3 شهور,Original,N/A,4750,N/A,4750,4512.5,10th 10th 15 2v 2wh 3 3560 3941mah 5420 5520 63 battery battery dell genuine latitude precision rj40g أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell Precision 3570 Latitude 7430 7330 7530 12th 5330 5430 5530 12th Battery FK0VR 15.2v 3625mAh 58Wh | ضمان 3 شهور,Original,N/A,5000,N/A,5000,4750,12th 12th 15 2v 3 3570 3625mah 5330 5430 5530 58wh 7330 7430 7530 battery battery dell fk0vr genuine latitude precision أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Genuine Dell XPS 12 9250 Latitude 12 7275 Battery - 7VKV9 - 7.6v 4020mAh 30Wh | ضمان 3 شهور,Original,N/A,3950,N/A,3950,3752.5,12 12 3 30wh 4020mah 6v 7 7275 7vkv9 9250 battery battery dell genuine latitude xps أصلية ديل شهور ضمان,60,8.5
Generic/Unknown,Battery,بطارية ديل أصلية Inspiron 3521 3542 5537 5748 Latitude 3440 vostro 2521 Battery 11.1v 5800mAh 65Wh - MR90Y | ضمان 3 شهور,Standard/Copy,N/A,3500,N/A,3500,3325,11 1v 2521 3 3440 3521 3542 5537 5748 5800mah 65wh battery battery inspiron latitude mr90y vostro أصلية ديل شهور ضمان,60,6.5
Dell,Battery,بطارية ديل أصلية Original Dell Battery for Inspiron N5110 N5010 10.8v 5200mAh - 9JR2H | ضمان 3 شهور,Original,N/A,2800,N/A,2800,2660,10 3 5200mah 8v 9jr2h battery battery dell inspiron n5010 n5110 original أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Original Dell Inspiron 15 7537 Dell Insprion 17 7737 Battery F7HVR 14.8V 58Wh | ضمان 3 شهور,Original,N/A,3700,N/A,3700,3515,14 15 17 3 58wh 7537 7737 8v battery battery dell dell f7hvr inspiron insprion original أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Original Dell Inspiron 15 7559 7557 7566 7567 7759 Battery 357F9 71JF4 0GFJ6 071JF4 11.1v 74Wh | ضمان 3 شهور,Original,N/A,4300,N/A,4300,4085,071jf4 0gfj6 11 15 1v 3 357f9 71jf4 74wh 7557 7559 7566 7567 7759 battery battery dell inspiron original أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Original Dell Inspiron 7577 Latitude 3580 Battery 33YDH 15.2v 56Wh | ضمان 3 شهور,Original,N/A,4200,N/A,4200,3990,15 2v 3 33ydh 3580 56wh 7577 battery battery dell inspiron latitude original أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Original Dell Latitude 13 7350 271j9 11.1V 30Wh Battery 271j9 | ضمان 3 شهور,Original,N/A,4150,N/A,4150,3942.5,11 13 1v 271j9 271j9 3 30wh 7350 battery battery dell latitude original أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Original Dell Latitude 5290 2-in-1 5285 2-in-1 Battery J0PGR 7.6v 5250mAh 42Wh | ضمان 3 شهور,Original,N/A,4300,N/A,4300,4085,1 1 2 2 3 42wh 5250mah 5285 5290 6v 7 battery battery dell in in j0pgr latitude original أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Original Dell Latitude E5540 Latitude E5440 Battery VV0NF - 65Wh 11.1v | ضمان 3 شهور,Original,N/A,3250,N/A,3250,3087.5,11 1v 3 65wh battery battery dell e5440 e5540 latitude latitude original vv0nf أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Original Dell Latitude E7280 E7480 7390 7490 7380 7290 Battery - F3YGT - 7.6v 60Wh | ضمان 3 شهور,Original,N/A,4050,N/A,4050,3847.5,3 60wh 6v 7 7290 7380 7390 7490 battery battery dell e7280 e7480 f3ygt latitude original أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Original Dell latitude E7420 E7440 E7450 Battery 3RNFD - 54Wh 7.4v | ضمان 3 شهور,Original,N/A,3800,N/A,3800,3610,3 3rnfd 4v 54wh 7 battery battery dell e7420 e7440 e7450 latitude original أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Original Dell Precision 15 3520 3530 Latitude 5580 5590 Battery GJKNX 7.6v 8500mAh 68Wh | ضمان 3 شهور,Original,N/A,4000,N/A,4000,3800,15 3 3520 3530 5580 5590 68wh 6v 7 8500mah battery battery dell gjknx latitude original precision أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Original Dell Precision 3510 Latitude E5570 Battery - WJ5R2 - 11.4V 84Wh | ضمان 3 شهور,Original,N/A,4000,N/A,4000,3800,11 3 3510 4v 84wh battery battery dell e5570 latitude original precision wj5r2 أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Original Dell Vostro 3501 Inspiron 5590 Battery 11.4v 42Wh - YRDD6 | ضمان 3 شهور,Original,N/A,4200,N/A,4200,3990,11 3 3501 42wh 4v 5590 battery battery dell inspiron original vostro yrdd6 أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصلية Original Dell XPS 13 9370 9380 Latitude 3301 Vostro 5391 Inspiron 7390 2-in-1 Battery DXGH8 - 52Wh 7.6v | ضمان 3 شهور,Original,N/A,4600,N/A,4600,4370,1 13 2 3 3301 52wh 5391 6v 7 7390 9370 9380 battery battery dell dxgh8 in inspiron latitude original vostro xps أصلية ديل شهور ضمان,60,8.5
Generic/Unknown,Battery,بطارية ديل أصلية Original Latitude E5570 E5450 E5470 E5550 Precision 3510 Battery 7.6V 62Wh - 6MT4T | ضمان 3 شهور,Original,N/A,3500,N/A,3500,3325,3 3510 62wh 6mt4t 6v 7 battery battery e5450 e5470 e5550 e5570 latitude original precision أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية ديل أصليه Original Dell inspiron 5558 5559 5555 3451 3551 5758 Vostro 3458 3558 Battery M5Y1K | ضمان 3 شهور,Original,N/A,3450,N/A,3450,3277.5,3 3451 3458 3551 3558 5555 5558 5559 5758 battery battery dell inspiron m5y1k original vostro أصليه ديل شهور ضمان,60,8.5
Hp,Battery,بطارية لاب توب HP أصلية Original HP OMEN 15-dh Pavilion Gaming 15-DK 15T-DK - PG06XL 69Wh | ضمان 3 شهور,Original,N/A,4900,N/A,4900,4655,15 15 15t 3 69wh battery dh dk dk gaming hp hp omen original pavilion pg06xl أصلية شهور ضمان,60,8.5
Hp,Battery,بطارية لاب توب اتش بي Compatible HP Elitebook 840 G3 850 G4 745 G3 Zbook 15U G3 G4 Battery CS03XL 11.4V 48Wh | ضمان شهر,Standard/Copy,N/A,2200,N/A,2200,2090,11 15u 48wh 4v 745 840 850 battery battery cs03xl elitebook g3 g3 g3 g4 g4 hp zbook اتش بي شهر ضمان,60,6.5
Dell,Battery,بطارية لاب توب ديل Compatible Dell Battery Inspiron G3 3590 G5 5500- 266J9 - 11.4v 47Wh | ضمان شهر,Standard/Copy,N/A,2900,N/A,2900,2755,11 266j9 3590 47wh 4v 5500 battery battery dell g3 g5 inspiron ديل شهر ضمان,60,6.5
Dell,Battery,بطارية لاب توب ديل أصلية -  Genuine Dell Latitude 7410 7310 Battery JHT2H - 7.6v 52Wh | ضمان 3 شهور,Original,N/A,4550,N/A,4550,4322.5,3 52wh 6v 7 7310 7410 battery battery dell genuine jht2h latitude أصلية ديل شهور ضمان,60,8.5
Dell,Battery,بطارية لاب توب ديل أصلية Genuine Dell Battery Inspiron G3 3590 G5 5500- 266J9 - 11.4v 51Wh | ضمان 3 شهور,Original,N/A,4900,N/A,4900,4655,11 266j9 3 3590 4v 51wh 5500 battery battery dell g3 g5 genuine inspiron أصلية ديل شهور ضمان,60,8.5
Lenovo,Battery,بطارية لاب توب لينوفو  Genuine Lenovo IdeaPad Gaming 3-15IAH7 - 3-15ARH7 Battery 11.52v - 45wh - L21M3PC0 | ضمان 3 شهور,Original,N/A,4950,N/A,4950,4702.5,11 15arh7 15iah7 3 3 3 45wh 52v battery battery gaming genuine ideapad l21m3pc0 lenovo شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لاب توب لينوفو Compatible Lenovo ideapad 300-15 300-14 100-15 100-14 110-15 Battery - L15S4A01 - 14.4v 2200mAh 32Wh | ضمان شهر,Standard/Copy,N/A,2250,N/A,2250,2137.5,100 100 110 14 14 14 15 15 15 2200mah 300 300 32wh 4v battery battery ideapad l15s4a01 lenovo شهر ضمان لينوفو,60,6.5
Lenovo,Battery,بطارية لاب توب لينوفو Genuine Lenovo Ideapad 300-15 300-14 100-15 100-14 110-15 Battery - L15S4A01 - 14.4v 2200mAh 32Wh | ضمان 3 شهور,Original,N/A,4000,N/A,4000,3800,100 100 110 14 14 14 15 15 15 2200mah 3 300 300 32wh 4v battery battery genuine ideapad l15s4a01 lenovo شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لاب توب لينوفو Genuine Lenovo Ideapad 530 530s yoga Xiaoxin Air Flex 6-14 Battery - L17C4PB0 - 7.68v 5.93Ah 45Wh | ضمان 3 شهور,Original,N/A,4800,N/A,4800,4560,14 3 45wh 5 530 530s 6 68v 7 93ah air battery battery flex genuine ideapad l17c4pb0 lenovo xiaoxin yoga شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لاب توب لينوفو Genuine Lenovo Ideapad gaming 3 15ach6 15IHU6 L360-15 Battery - L20C3PC2 | ضمان 3 شهور,Original,N/A,5400,N/A,5400,5130,15 15ach6 15ihu6 3 3 battery battery gaming genuine ideapad l20c3pc2 l360 lenovo شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لاب توب لينوفو Genuine Lenovo Ideapad Yoga 920-13IKB Flex Pro-13IKB Yoga 6 Pro 13IKB Battery - L16M4P60 - 70Wh 9120mAh 7.68v | ضمان 3 شهور,Original,N/A,4600,N/A,4600,4370,13ikb 13ikb 13ikb 3 6 68v 7 70wh 9120mah 920 battery battery flex genuine ideapad l16m4p60 lenovo pro pro yoga yoga شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لاب توب لينوفو Genuine Lenovo ThinkPad T490S ThinkPad T14s Battery - L18M3PD1 | ضمان 3 شهور,Original,N/A,4400,N/A,4400,4180,3 battery battery genuine l18m3pd1 lenovo t14s t490s thinkpad thinkpad شهور ضمان لينوفو,60,8.5
Lenovo,Battery,"بطارية لاب توب لينوفو Genuine Lenovo ThinkPad X1 Carbon 3rd gen 3 , X1 Carbon 2nd gen 2 Battery - 00HW003 - 15.2v 3290mAh 50Wh | ضمان 3 شهور",Original,N/A,4100,N/A,4100,3895,00hw003 15 2 2nd 2v 3 3 3290mah 3rd 50wh battery battery carbon carbon gen gen genuine lenovo thinkpad x1 x1 شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لاب توب لينوفو Genuine Lenovo ThinkPad Yoga 460 - ThinkPad P40 Yoga Battery - 00HW020 - 53Wh | ضمان 3 شهور,Original,N/A,4300,N/A,4300,4085,00hw020 3 460 53wh battery battery genuine lenovo p40 thinkpad thinkpad yoga yoga شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لاب توب لينوفو أصلية Original Lenovo ThinkPad t470 t480 t570 t580 p51s p52s Battery - SB10K97581 01AV424 - 2.1Ah 11.4V 24Wh 61 | ضمان 3 شهور,Original,N/A,3700,N/A,3700,3515,01av424 11 1ah 2 24wh 3 4v 61 battery battery lenovo original p51s p52s sb10k97581 t470 t480 t570 t580 thinkpad أصلية شهور ضمان لينوفو,60,8.5
Hp,Battery,بطارية لـ اتش بي - Semi-Original درجة أولى - HP Elitebook x2 1012 G2 Battery ji04xl J104XL JI04047XL | ضمان 3 شهور,Original,N/A,3500,N/A,3500,3325,1012 3 battery battery elitebook g2 hp j104xl ji04047xl ji04xl original semi x2 أولى اتش بي درجة شهور ضمان لـ,60,8.5
Lenovo,Battery,بطارية لينوفو -  Genuine Lenovo Ideapad B40-30 - B40-45 - B40-70 - N50-30 Battery - L13L4A01 - 14.8v 2800mAh 41Wh | ضمان 3 شهور,Original,N/A,3250,N/A,3250,3087.5,14 2800mah 3 30 30 41wh 45 70 8v b40 b40 b40 battery battery genuine ideapad l13l4a01 lenovo n50 شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لينوفو أصلية  Genuine Lenovo IdeaPad 3 IdeaPad 320 520 330 7.6V 30Wh Battery - L16M2PB2   | ضمان 3 شهور,Original,N/A,3750,N/A,3750,3562.5,3 3 30wh 320 330 520 6v 7 battery battery genuine ideapad ideapad l16m2pb2 lenovo أصلية شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لينوفو أصلية  Genuine Lenovo Ideapad 3-14ITL6 Ideapad 3-15ITL6 V15 V14 38Wh Battery - L20C2PF0 | ضمان 3 شهور,Original,N/A,4800,N/A,4800,4560,14itl6 15itl6 3 3 3 38wh battery battery genuine ideapad ideapad l20c2pf0 lenovo v14 v15 أصلية شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لينوفو أصلية  Genuine Lenovo IdeaPad 310-15 510-15 7.6V 30Wh Battery - L15L2PB4 | ضمان 3 شهور,Original,N/A,2900,N/A,2900,2755,15 15 3 30wh 310 510 6v 7 battery battery genuine ideapad l15l2pb4 lenovo أصلية شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لينوفو أصلية  Genuine Lenovo Ideapad 320S-13IKB - Ideapad 320-11 Battery 11.58v 36Wh - L17M3P61 | ضمان 3 شهور,Original,N/A,4300,N/A,4300,4085,11 11 13ikb 3 320 320s 36wh 58v battery battery genuine ideapad ideapad l17m3p61 lenovo أصلية شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لينوفو أصلية  Genuine Lenovo Legion Y520 IdeaPad Y700-14ISK 700-15ISK 4050mAh 11.1V 45Wh Battery - L16M3P24 | ضمان 3 شهور,Original,N/A,4350,N/A,4350,4132.5,11 14isk 15isk 1v 3 4050mah 45wh 700 battery battery genuine ideapad l16m3p24 legion lenovo y520 y700 أصلية شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لينوفو أصلية  Genuine Lenovo Pro Miix 510-12 Ideapad Miix 510-12IKB Miix ix 520 Miix 5 Pro Battery 4955mAh 38Wh - BSNO4170A5-AT | ضمان 3 شهور,Original,N/A,4200,N/A,4200,3990,12 12ikb 3 38wh 4955mah 5 510 510 520 at battery battery bsno4170a5 genuine ideapad ix lenovo miix miix miix miix pro pro أصلية شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لينوفو أصلية  Genuine Lenovo ThinkPad E480 E485 E41-50 E41-55 Battery 11.1v 4120mAh 45Wh - L17M3P52 | ضمان 3 شهور,Original,N/A,3800,N/A,3800,3610,11 1v 3 4120mah 45wh 50 55 battery battery e41 e41 e480 e485 genuine l17m3p52 lenovo thinkpad أصلية شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لينوفو أصلية  Genuine Lenovo ThinkPad T420s T430s 11.1V 44Wh 81+ Battery - 0A36287  | ضمان 3 شهور,Original,N/A,3050,N/A,3050,2897.5,0a36287 11 1v 3 44wh 81 battery battery genuine lenovo t420s t430s thinkpad أصلية شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لينوفو أصلية  Genuine Lenovo Thinkpad T480s Battery 11.52V 57Wh - L17L3P71 | ضمان 3 شهور,Original,N/A,3850,N/A,3850,3657.5,11 3 52v 57wh battery battery genuine l17l3p71 lenovo t480s thinkpad أصلية شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لينوفو أصلية - Genuine Lenovo IdeaPad 310-14IKB 310-14IAP XIAOXIN 310-14ISK Battery 38Wh - 39wh - L15M2PB4 | ضمان 3 شهور,Original,N/A,3150,N/A,3150,2992.5,14iap 14ikb 14isk 3 310 310 310 38wh 39wh battery battery genuine ideapad l15m2pb4 lenovo xiaoxin أصلية شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لينوفو أصلية - Genuine Lenovo Ideapad Y700 Y700-15ISK Y700-15ACZ Battery - L14s4p22 - 14.8v 4050mAh 60Wh | ضمان 3 شهور,Original,N/A,4800,N/A,4800,4560,14 15acz 15isk 3 4050mah 60wh 8v battery battery genuine ideapad l14s4p22 lenovo y700 y700 y700 أصلية شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لينوفو أصلية - Genuine Lenovo ThinkPad E14 E15 Gen 2 Gen 3 Gen 4 Battery 45Wh 11.1v 4120mAh - L19M3PD5 | ضمان 3 شهور,Original,N/A,4250,N/A,4250,4037.5,11 1v 2 3 3 4 4120mah 45wh battery battery e14 e15 gen gen gen genuine l19m3pd5 lenovo thinkpad أصلية شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لينوفو أصلية - Genuine Lenovo Thinkpad T440s X270 W550s 45N1127 2.09Ah 11.1V 24Wh Battery - 45N1124  | ضمان 3 شهور,Original,N/A,3400,N/A,3400,3230,09ah 11 1v 2 24wh 3 45n1124 45n1127 battery battery genuine lenovo t440s thinkpad w550s x270 أصلية شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لينوفو أصلية - Genuine Lenovo Thinkpad X1 Carbon Gen 9 Gen 10 Yoga Gen 6 Gen 7 Battery 15.44v 3695mAh 57Wh -  L20M4P71 | ضمان 3 شهور,Original,N/A,5200,N/A,5200,4940,10 15 3 3695mah 44v 57wh 6 7 9 battery battery carbon gen gen gen gen genuine l20m4p71 lenovo thinkpad x1 yoga أصلية شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لينوفو أصلية - Genuine Lenovo Z5170 Ideapad 500-15 Yoga 500-14 Battery - L14L4A01 | ضمان 3 شهور,Original,N/A,3200,N/A,3200,3040,14 15 3 500 500 battery battery genuine ideapad l14l4a01 lenovo yoga z5170 أصلية شهور ضمان لينوفو,60,8.5
Lenovo,Battery,"بطارية لينوفو أصلية - Original Lenovo Thinkpad T440p W540 L540 +57  10.8V, 5200mAh Battery - 45N1150 | ضمان 3 شهور",Original,N/A,3200,N/A,3200,3040,10 3 45n1150 5200mah 57 8v battery battery l540 lenovo original t440p thinkpad w540 أصلية شهور ضمان لينوفو,60,8.5
Lenovo,Battery,بطارية لينوفو أصلية Genuine Lenovo IdeaPad 330s-15IKB - 330s-15ARR Battery - L15L3PB0 - 11.4V 52.5Wh 4610mAh - shape A | ضمان 3 شهور,Original,N/A,3995,N/A,3995,3795.25,11 15arr 15ikb 3 330s 330s 4610mah 4v 52 5wh a battery battery genuine ideapad l15l3pb0 lenovo shape أصلية شهور ضمان لينوفو,60,8.5
